epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,51.0439,1.13538,1.43626,1.23552,0.65969,0.53409,0.61577,0.45933,1.08094,1.12496,1.12598,8.33e-06,8.33e-06,8.33e-06
